,text
514,Food technologist course ka details bataiye na please bahot se log dekhna chah rahe hain mam. 🤝🏻
515,CSE Bro!!!!
516,"Both are equivalent bca+mca=<a href=""http://b.tech/"">b.tech</a>"
517,(1) BCA<br>(2)cse <br>Which best option 1 ya 2
518,Computer science engineering ka video
519,I want to know that what about the future of BTech after completing diploma in electrical engineering
520,Computer science and bio science new course par video banavo
521,Bca ka bolo
522,Computer science with artificial intelligence ka scope kya ha
523,Good moning what full stack enginer jobs is demand in 2022
524,BCA
525,Mam computer science diploma ka scope
526,5 Million is soon .
527,Hello can u pls make a video on how to start doing IoT projects
528,BCS lena achhya he kya?
529,Please also make a video on Electronics and Communication Engineering.🙏
530,Shi bta ? <br>Mera dcrust m pda hai pr m cse lena chatha hu
531,mai to mechanical engineering hi karunga. since it is the king branch of engineering
532,My favorite
533,Very interesting and knowledgeable
534,Only 20 to 40 k salary no 1cr
535,DIPLOME IN CSE ME CAREER OR OPPORTUNITY KE  BARE ME BTAYE PLZ🙏
536,Isi ka intezaar tha
537,"<a href=""http://b.tech/"">B.tech</a> IT per bhi video banao"
538,<b>MasT Moti Ben</b> .. 👌🏻
539,@BEAT BLAST FF where from?
540,@BEAT BLAST FF agar tumhare pass skills ho to tum bca kar k btech walo ko bhi hara sakte ho...<br><br>If you don&#39;t know anything then it&#39;s ok but don&#39;t misguide others.
541,"@BEAT BLAST FF kid... Mere yaha bohot log hain jo bca kar chuka hain or btech walo se zayda accha job karta hain and salary bhi accha hai. <br><br>Degree se kuch nhi hota skills matter karta hain.<br><br>Or waise bhi bca+mca is equal to any btech.<br><br>I have better knowledge than you.<br>Okay and I&#39;m also a bca student, and I have better skills also..."
542,@SHREYA TIWARI BTECH AND GAMING🤣
543,@BEAT BLAST FF what u do ?
544,Ma&#39;am  BCA bhi to best h
545,Nice video QS 👌👍
546,Ekdum badhiya<br><br>Kyuki hamare cse me maths physics and chemistry ka jyada importance nai rehta<br><br>To behtar hai ki agar apko cse mehi jana hai to diploma se jaiye.<br><br>Kyuki isme cse ka knowledge to bahut basic level ka rehta hai<br><br><br>Lekin wo basic knowledge fir btech me badhiya kaam aata hai<br><br><br>Aur aap computer concepts me dusro se age rahoge.
547,mam computer science and engineering diploma se kare to kaisa rahega please ryply
548,"Mobile , laptop repairing me career hai<br> <br>Iske bare me aap sochte hai?"
549,Thanks quick support
550,Thank you mam 🙏🙏
551,@Anita Gupta thanks for doubt clearing doubt.
552,@Nitesh Kumar Singh  aap ko aise kyo laga ki mein utuber hoon waise i m a subscriber. 😂
553,@Anita Gupta aap quick support channel ki youtuber hain kya?? Ya subscriber hai?
554,Bro you asked good que yes quick support channel make this video.
555,"Respected sir/mam. Zomato,swiggy,flipkart,paytm,phonepay etc etc. In companies me freshers ko work from home job part time ya full time  milti hai kya? Agarh milti hai to selection process and starting salary with full detail video banaiye. ASAP."
556,Very Good informative Video....Keep it up
557,Na I&#39;m from private
558,But most of us are goverment college cse students 😂
559,Road Map of Certified Ethical Hacker plz create a video
560,MAM please chartered institute of  managment  accounts course par video banao
561,Study ke sath sath part time work karke earning kaise ki jaye iske bare me ek video banaye <br>Please🙏🙏
562,Please is par aap video banae
563,Business mathematics kaisa subject hota hai
564,ICTSM Cource Full details ek video banao please🙏🙏🙏🙏🙏🙏🙏
565,this video for me
566,Beautiful mam thanks
567,Cse me kya subject best rahega ye btaiye plzz???
568,"IMUCET par ak video banao and BCA , MCA par bhi"
569,हम law का पढ़ाई कैसे करें इसके बारे में पूरी जानकारी बताइये न् प्लीज प्लीज़ प्लीज प्लीज़ प्लीज प्लीज़ प्लीज प्लीज़ प्लीज प्लीज़ प्लीज
570,Dear sir or madam please make a video on How to start own call center business ?
571,Please make a video on &#39;SBI PO&#39; exam :)
572,"Brother, plz, make video on how to get job in FREE FIRE."
573,Mechanical engineering ke course par Video banaiye🤔🙏🙏🙏
574,How to become an aerospace engineer scope future
575,Sir app pharma company par video banaye
576,Mam please aap tabaco and alcohol manufacturing company khud ka kaise shuru kare full case study
577,Mam please aap coal mining industry par video banaye
578,@Raushan Kumar thank ❤️
579,"Make video on difference between <a href=""http://b.tech/"">b.tech</a> and b.e"
580,YouTube video editor master banne ke liye course laye
581,About automobile industry
582,Mam kya bca karne ke liye science lena jruri hain kya please mam ek video bna dijiye jisme kya arts vale bacche bhi bca+mca kar sakte hain agar kar sakte hain kese aur konse collages me in delhi please replay ma ji please replay mam 😢😢😢😢😭😭😭😭😭☹☹☹☹ i am so cunfused
583,Ye kya chal raha hai.. tumlogo ka toh alag hi game chal raha hai🤦
584,Believe me he is the best when it comes to cryptocurrency your profit is assured
585,"I&#39;m from the UK 🇬🇧  I and my colleagues gave him a try and it has been good returns of our investment, Thanks Edward Morris🇱🇷"
586,I lost £1200 carelessly trading on a platform then I was referred to  Edward Morris  he recovered the loss and made an extra profit of £4600
587,"He&#39;s the best I invested $3,000 with him and I have made a profit of $17,000"
588,People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin
589,Difference between cse &amp; it ?
590,Mam please music production se related course ke bare me btaiye
591,Mam music production se related course ke bare me btaiye
592,Pls mam scope of  B. A economic?
593,👍
594,MBA VS PGDAM full video chaiye mam
595,MBA VS PGDAM full video chaiye
596,How to get into UC Berkeley University plz make a video
597,scope of mechanical engineering
598,BCS future Scope ??
599,BSc Computer Science Future Scope ??
600,Sir mujhe ECE engineering ki bhar me ek video bhano sir
601,You are best Sir
602,My favourite ❤️
603,I want to be C.E.O of google it&#39;s my aim
604,🔥🔥🔥
605,Plz Make a Video On How to become  a Judge in Detail  plzzz   🙏
606,Maim aap kon sa editing software use karte hai... ?
607,"Please make video, Bsc Honours Computer science in best university in india."
608,Plz video about b pharmacy
609,No.1 all career about videos
610,Sirf private company me scope hai es course ka government company me koi job nhi hai
611,BCA best he ya nhi
612,What ia law . and law make in cariyar
613,"Jhukti h duniya , jhukane wala chahiye 🤝"
614,@vikas class 10th
615,Konse class me ho
616,Mam please make video on how to prepare for IIT Jee in low cost
617,Scope in Electronics and communication per video banao
618,Scope of mechanical engineering pe videos
619,Yes
620,You will have to crack JEE.
621,क्या पॉलिटेक्निक के बाद IIT मे admission le सक्ती hai क्या?
622,Bio se ...IT sector mai future...???
623,CSE se B.E bhi to kr skte hai ?
624,no1informatiom
625,Maine golti se art&#39;s stream li hai aur ab mujhe CSE Korna hai kiya koru.... please help me...🙏🙏🙏🙏
626,Very good information
627,Nice
628,Electrical vehicle course ka video banaye sir please<br>Please please please sir....🥰🥰🥰🥰
629,I need this video  thanks QS😀
630,Mam aap ye bataiye ke aap e konsa course kiya hai 👍
631,BA pa video banaye
632,IT engineering ka bhi batao bhai
633,Quick support gola is make India people servant not goal is make India people owner businessman
634,Mam please make a video on website designer
635,Trade kon sa hai aapka or college
636,I also 😅
637,I mean doing diploma it&#39;s my first year I m very nervous 😅
638,@A.K&#39;S MELODIOUS MUSIC ok
639,@AgriVibes bro i have already changed my mind and thinking to do app dovelopement and hacking...by the way thank u bro for advised me ♡♡
640,@A.K&#39;S MELODIOUS MUSIC yes...CSE would be good..but agriculture is not less ..and if ur interest is in cse then u can do it in private...I think they provide..it to pcb students...but if u can&#39;t get admission in it then don&#39;t do bsc it or bca whatever...do agriculture bcoz it&#39;s far better than bca and bsc in ir
641,@AgriVibes thanks bro for your reply
642,If no then better to do agriculture..bcoz u can easily make 50k+ in some years of experience...and other job options to..why to do bca?
643,can a pcb student apply for CSE?
644,Make a video on BBA COMPUTER APPLICATION VS BCA
645,Thank you ❤
646,Mera b.a campelete hai aur 12pcm se tha toh mai btech kr sakta hu koi problem toh nhi qki 2 bachelor degree ho jayengi
647,Make a video on bca vs b tech
648,Thanks Ruby mam ❤️
649,Scop in ( ECE) electronics and communication engineering per video banaye
650,Best video
651,I do not understand. Why not just stack coins or deposit them in Flirt Invest?
652,Scope of electric vehicle
653,👍👍👍
654,Bhai (Ma) karlo
655,BA ke baad kya kren jisse achaa scope mile PLZZ make 1 vedio 🙏🙏
656,Electric engineering ke bhi bato mam
657,First we clear JEE then other
658,"First, read about cool projects such as Flirt Invest and then tell tales about growth"
659,@ALMIGHTY E‎‎ΔGLE 😂😂🤣🤣
660,Bhai tu pubg khel 😂😂🤣🤣
661,"Guys, can anyone explain to me the meaning of holding coins if there is staсking or platforms like Flirt Invest?"
662,Thanks
663,Mam part time job from pe video banaye
664,Amazing
665,Thanks ma&#39;am 😍💯🔥🔥
666,Computer science engineering or Cyber Security engineering?????
667,Please make a video on business intellegence analyst🙏🏻
668,Data scientist &gt; Computer science engineering
669,Ma&#39;am data scientist or computer science engineering who is best
670,AAP boht mehnat karte ho video banane m full support meri taraf se😯🔔🔔🔔
671,Scope of EE ke topic mein ek video.......
672,@yashika Mere ko bhi software developer banana hai 😘
673,I think computer engineering mein computer k hadware parts aur softwares dono k bare mein prhaya jata hai... Aur computer Science engineering sirf software develpment hi hoti hai..... If m not wrong
674,Computer engineering or computer science engineering me Difference kya hai batao please 🥺✨
675,Super thax...
676,Please make a video home science scope
677,Ec branch pe bhi ek video banye na p/z
678,Scope of data science vs
679,Economic specialist ko kaha kaha pe job lag sakti hai
680,Yes 😎 of course
681,Can cse graduate become software engineer
682,Very nice
683,Pls put a video about biomedical engineering 🙏🙏🙏
684,Bhai kaisa hai cs mai v lana wlaa hu kal admission aap pruvate ma liya ho kya ya goverment ma easd rlwy bahi pleazd
685,@Noob Golimaar suno naa
686,Roadmap plzzz about your cs engineering
687,"CSE is best engineer but needs work, it&#39;s necessary."
688,@Noob Golimaar bhai please tell me ki how is that college or please guide me any good college mujhe addmission lena h
689,2 days ago I taken admission to cs engineering and today I got this video. You really did as your channel name. Thank you ❣️
690,Thanks mam i am waiting for this video 🙏
691,BCA par ek aur video banaiye na maam
692,mam ded per vedio banaiye plz
693,Computer courses se job
694,"<a href=""http://b.sc/"">B.sc</a> It walo ke scope??"
695,Perfect video for computer science
696,Bhag yaha se gawarpathe
697,Aapka BCA complete hai <br>Kaha se kiye hai
698,BCA ka scope nahi hai future me me BCA student hu
699,Yahi topic pe mai video chahiye tha mujhko or apne banna dala <br><br>Big thanks for your information
700,Mam plz make on video bca scope
701,Plzzz details on BCA
702,Make video on scope of agriculture in india
703,BBA ki Puri jankari
704,Can you tell about the b.tech&#39;s syllabus<br>I love computer field
705,plz make a video scoop of mechanical engineering
706,plz make a video on mechanical engineering
707,plz make a video on mechanical engineering
708,@TECHTERNS I&#39;m also a arts student<br><br>Apna bca hain na😎😎😎
709,@Khan gaming bhai tum bca karlo main bhi kar raha hoon bca un logo kiliye hain jo computer science BTech nhi kar sakte<br><br>Bca arts students kar sakte hain bhai<br><br>Or bca main bhi coding programming languages artificial intelligence sikhayenge
710,@WeirdyAwesome 🤣🤣🤣🤣sahi baat h
711,@Roshni  puch kya rahe ho?
712,@TECHTERNS kyu isme kya hota hai??
713,one of the best ever branch in engineering computer science..😘😘
714,So great..video...
715,Computer science me diploma pe video banao.
716,Wow....😍😍😍😍😍
717,Defence 7 Sanskrit vyakaran me kya kya benefit hoti hai
718,Yah Sanskrit vyakaran kis Vishay ke bare mein bataen
719,Please please please please
720,Mujhe philosophy ke bare mein dekhna hai
721,Fantastic
722,Thanks mam love you for excellent content
723,Thank you so much mam ❤️
724,One video in electronics engineer please
725,Ma&#39;am B.EL.ED couers kya hi
726,Air force ma kaise jai please video
727,Thanks<br>Would you be kind enough to make a detail video on benefits of pursuing One Year Advance Diploma in Cyber Law from NALSAR UNIVERSITY HYDERABAD or any other university after LLB and it&#39;s future benefits
