text,value
"thanks, legendary content. really appreciate the work you put into it",0.0
The pacing is a little too fast but other than that great video,0.0
"Hi, happy programming day. Thanks for everything.",0.0
A lot of this is stuff I know but it’s a nice refresher,0.0
"As someone with a Bachelors in Computer Science this video is pretty accurate and summarizes my college lessons pretty well in addition to giving me a confidence boost as I already learned 90%+ of these concepts. However, one area I definitely struggle in is printers as everyone expects me to be able to understand and fix their printers😂 Great video as always!",0.0
"Thank you so much, best review ever. May God bless you",0.0
"And why do you need a computer science degree if all you are doing is writing code? Granted if you are in crypto maybe or cpu architecture? But if all you are doing is using react, it might be overkill. Thanks for wasting my time.",0.0
👆 👆 👆 I feel entitled to everyone who has recommended him he&#39;s service was really a nice one,0.0
"Really appreciate your effort 👍 very informative video, thanks alot 😊👍",0.0
I did 5 years of engineering just so Fireship can resume it in 13min. Great video mate !,0.0
Yuuki you have good pfp,0.0
Great video as usual !!!,0.0
"Thanks, this is very insightful. Only people with years of experience will truly appreciate the art of summing up these whole concepts as one unified meaningful piece of information.",0.0
i understand till concept 50. pretty good if you ask me,0.0
It feels more and more like you’re shitposting and I absolutely love it,0.0
"WHY DO ALL CS PPL TALK SO FAST, still good info but had to watch 5 times… wait a minute I think I have been fooled.",0.0
"Thank you very much jeff, I have been a landscaper for the last ten years, for 6 months I watch at least one of your videos a day, thanks to you tomorrow I have my first interview as a software engineer",0.0
"I just graduated highschool,I really like Computer,but my Math,Physic and English are not that good, Should I study iT ?",0.0
Thank you so much❣❣,0.0
Thanks buddy i am too much confident by watching this video. Now iam gonna built NEW OS 😎. WHICH WILL RUN ON MOBILES AND PC and it will be ad n tracker free<br><br><br>few moments later - it&#39;s ok to use pirated windows and android 😂,0.0
Man you are awesome and I am in love with your videos ...💯,0.0
"Having finished a 5 year CS degree, I felt really good already knowing about the first 100 concepts you mentioned. But then you had to start talking about printers...",0.0
"I&#39;m about 2 years into teaching myself programming alongside my full time job and this is one of the best videos I&#39;ve ever seen! It&#39;s the background language and contexts we don&#39;t get from tutorials or experimentation, thank you so much!",0.0
Your videos are great Jeff!,0.0
thid is great i have a cs degree now under 13 minutes instead of years,0.0
Thanks!,0.0
"Actually trading was not easy for me.<br>Lost a lot of money through +500,FBS also lost a lot of money to trading assistants and copy trader&#39;s, almost gave up on forex/Bitcoin trading. but a friend of mine introduced me to a good broker, at first I thought it was another way of wasting my hard earned savings. But my greatest surprise was my investment of $3,000 came out with $6,580 in 10 days trading.....<br>You just have to be patient with them till your trades are completed..... To be honest I didn&#39;t just recovered all my previous losses.. I made much more than my past expenses.. actually she charges 15% which won&#39;t affect you in any way since her trading efficiency comes in multiples of investment...<br>I personally recommend Mrs Caroline trading services for best copy trading always trade with them  and stop loosing your money.... reach out to her and believe me a trial will convince you<br>Here&#39;s her contact details ⬇️⬇️⬇️<br>+1 4 1 5 6 8 8 7 3 6 5 <br>@ WhatsApp",0.0
"This is nice, but recursion is not a loop, and therefore infinite recursion is not an infinite loop.",0.0
I start my first day as a Software Developer tomorrow and looking at the concepts was refreshing and made me feel ready. I liked the explanations of each of the concepts because even someone with no prior knowledge can have an idea of what you are talking about. Great teacher 👍,0.0
thank you,0.0
Just AMAZINGGGGG!,0.0
"IT (Information Technology) is the study of how to fix broken computers. Computer Science is the study of how use a computer which is already in good working order. Comp Sci people are like race-car drivers and IT people are like  car mechanics. If you learn both skills, then you can be a God among men.",0.0
"i will forever love your content. even if it&#39;s a topic i doubt i&#39;ll ever use, i absolutely love watching these.",0.0
"Great video, Thank you !",0.0
"Dude, Computer Science is amazing!",0.0
Great video! Always inspiring to see how you bring our world to a larger audience.,0.0
Loved it sirr,0.0
Mate amazing video,0.0
great,0.0
THANK YOU!,0.0
This is my first time seeing your channel. You definitely don&#39;t fit the comp sci stereotype and its great,0.0
"Wow. So, I had been a fully educated computer scientist all along... Thanks Jeff! You actually make me grow as a person",0.0
This is great.,0.0
EXCELLENT!! MY 2 Year experience in one clip,0.0
"Can you send me one of those fancy degree certificates so I can go get a $150K job? Thanks. Oh, yeah. Best. Video. Ever.",0.0
He&#39;s not only a good programmer but also a good teacher.,0.0
"Wow nice, that&#39;s what I had suggested at the 100 &quot;in 100 seconds&quot; videos community post<br>This is so good, it covered everything relevant in a CS course in a very concise manner. Thank you very much that must have been a lot of effort.<br>My wife is starting to study programming on her own but it&#39;s hard to find the fundamentals when there&#39;s just so much content around, I&#39;ll show this to her and she can dive into each topic 😊",0.0
I have watched it 3 times and I am still learning more every time I go back through 😂 amazing video!,0.0
"Man, im a sophmore CS student rn and i cant tall you how much you described my life in college. I think the best one is the office hours one because i didn’t use it at all my first whole year and im finding myself needing it way more this semester(it’s too late finals are literally in a few days). But if i pass this semester🤞🤞ill definitely be using office hours way more next semester and im gonna try and be a better student. Thank you, that was an awesome and very relatable video!",0.0
"@Gba Gba Compiling is the process of transforming your humanly readable code into machine instructions, so it normally returns an executable, that is the code you wrote, but already compiled. Scripting languages like PHP or javascript are read and interpreted in the moment, that obviously makes the code a lot slower, but has its advantages depending what you&#39;re doing. <br>I&#39;m personally a fan of C++ because I love computer graphics programming and audio developing, tasks which require performance which is given by the language.<br><br>I always recommend learning C++ because of pointers and low level stuff, then you go to an interpreted language and understand what&#39;s more or less happening under the hood.",0.0
This video taught me more than my CS teacher in school ever could. Thanks for the amazing content man!,0.0
My entire CS degree just flashed in those 13 minutes. Amazing work!,0.0
